Kimlik_No,Ad,Soyad,Cinsiyet,Yaş,Email,Telefon,Şehir,İlçe,Rol_Kategorisi,Rol,Kıdem,Ünvan,Deneyim_Yıl,Eğitim_Seviyesi,Eğitim_Alanı,Mezuniyet_Yılı,Doğum_Yılı,İşe_Başlama_Tarihi,Maaş_TL,Şirket,Şirket_Büyüklüğü,Sektör,Çalışma_Şekli,Uzaktan_Çalışma_Oranı,Kullandığı_Teknolojiler,Ana_Programlama_Dili,İngilizce_Seviyesi,Diğer_Diller,Sertifikalar,LinkedIn_Profili,GitHub_Profili,Toplam_Proje_Sayısı,Teknik_Beceri_Puanı,Soft_Skill_Puanı,Yıllık_İzin_Gün,Son_Terfi_Tarihi
43,Hakikat,Hayrioğlu,Erkek,58,hhayrioglu@gmail.com,+90(122)362-3166x5876,İstanbul,Sarıyer,Yapay Zeka ve Makine Öğrenmesi,Makine Öğrenmesi Mühendisi,Müdür,Müdür Makine Öğrenmesi Mühendisi,16.0,Yüksek Lisans,Bilgisayar Mühendisliği,1991,1967,2012-03-04,99346,Papara,Küçük (11-50),Yazılım,Tam Zamanlı,20,"Dart, Java, C#, Dask, Luigi, Airflow, Apache Kafka, Firestore, Oracle",Java,İleri Düzey,Türkçe (Anadil),"IBM Data Science Professional Certificate, Snowflake SnowPro Core Certification",linkedin.com/in/hakikat-hayrioglu-645,github.com/hakikathayrioglu73,35,91,90,26,2024-07-26
44,Balca,Bilir,Kadın,59,balca_bilir@hotmail.com,690 9 670,Antalya,Muratpaşa,İş ve Analiz,ERP Uzmanı,Lead,Lead ERP Uzmanı,11.9,Yüksek Lisans,Bilişim Sistemleri,1990,1966,2023-04-24,38960,IBM Türkiye,Kurumsal (1000+),Danışmanlık,Yarı Zamanlı,0,"Objective-C, COBOL, Redis, MySQL, GitLab CI/CD, Helm, Terraform",COBOL,İleri Düzey,Türkçe (Anadil),"AWS Certified DevOps Engineer, Chef Certified Developer, Red Hat Certified Specialist in Ansible Automation",linkedin.com/in/balca-bilir-485,,20,100,74,23,2023-05-03
45,Hunalp,Hançer,Erkek,38,hhancer@gmail.com,688 9 373,Ankara,Etimesgut,Yapay Zeka ve Makine Öğrenmesi,Derin Öğrenme Mühendisi,Mid.,Mid. Derin Öğrenme Mühendisi,2.7,Doktora,Bilgisayar Mühendisliği,2015,1987,2024-12-07,33580,Bimsa,Kurumsal (1000+),Yazılım,Tam Zamanlı,0,"TypeScript, Objective-C, Elixir, Power BI, Databricks, NumPy, Keras, Firebase, MongoDB",Objective-C,İleri Düzey,Türkçe (Anadil),"Certified Data Management Professional (CDMP), Snowflake SnowPro Core Certification",linkedin.com/in/hunalp-hancer-240,github.com/hunalp.hancer,8,58,45,16,2023-10-30
46,Esentürk,Şafak,Erkek,36,esenturk.safak@gmail.com,+90(065)627-2980x699,İstanbul,Bakırköy,Yönetim ve Liderlik,Teknik Yönetici,Müdür Yardımcısı,Müdür Yardımcısı Teknik Yönetici,13.9,Lise,Bilişim Sistemleri,2007,1989,2014-07-21,86667,PwC Teknoloji,Büyük (201-1000),Yazılım,Tam Zamanlı,0,"Clojure, Objective-C, FaunaDB, PostgreSQL, Helm, Ansible",Clojure,Anadil,Türkçe (Anadil),"Project Management Professional (PMP), PRINCE2 Foundation/Practitioner",linkedin.com/in/esenturk-safak-209,,30,95,89,24,
47,Törel,Yıldırım,Erkek,53,torelyildirim@gmail.com,+90 (627) 2046537,Konya,Cumhuriyet,Yapay Zeka ve Makine Öğrenmesi,Yapay Zeka Araştırmacısı,Jr.,Jr. Yapay Zeka Araştırmacısı,1.0,Lisans,Yazılım Mühendisliği,1994,1972,2024-01-24,21886,Paraşüt,Startup (1-10),Yazılım,Yarı Zamanlı,0,"Dart, Kotlin, JavaScript, CUDA, Pandas, Apache Spark, CockroachDB, Couchbase",Dart,Başlangıç,Türkçe (Anadil),,linkedin.com/in/torel-yildirim-437,github.com/torel.yildirim,2,44,61,15,
48,Günver,Şama,Erkek,29,sama.gunver@yahoo.com,464 1 708,İstanbul,Maltepe,Destek ve Operasyon,Yardım Masası Uzmanı,Mid.,Mid. Yardım Masası Uzmanı,4.1,Lisans,Bilgisayar Teknolojileri,2018,1996,2023-10-08,24562,Netaş,Orta (51-200),Finans/Bankacılık,Tam Zamanlı,20,"R, COBOL, Groovy, FaunaDB, Redis, Cassandra, ELK Stack, Jenkins, SonarQube, Puppet",Groovy,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/gunver-sama-617,github.com/gunver_sama,7,59,62,18,2024-01-28
49,Ayülker,Akça,Kadın,53,ayulker.akca@gmail.com,(310)033 0923,Eskişehir,Cumhuriyet,Yazılım Geliştirme,Web Geliştirici,Mid.,Mid. Web Geliştirici,3.5,Lisans,Bilgisayar Mühendisliği,1994,1972,2025-11-26,22294,Aselsan,Kurumsal (1000+),E-Ticaret,Tam Zamanlı,20,"Java, R, PWA, JavaScript, Babel, Django, Echo, Firebase, Neo4j",Java,İleri Düzey,"Türkçe (Anadil), Korece (Orta)",React Developer Certificate,linkedin.com/in/ayulker-akca-486,github.com/akcaa,13,60,65,17,
50,Başay,Güçlü,Erkek,56,guclu.basay@yahoo.com,+90 (937) 4529912,Ankara,Etimesgut,Yazılım Geliştirme,Frontend Geliştirici,Lead,Lead Frontend Geliştirici,9.9,Lisans,Yazılım Mühendisliği,1991,1969,2022-04-08,49457,Innova,Orta (51-200),Danışmanlık,Tam Zamanlı,0,"R, Lua, Assembly, Python, Angular, JavaScript, Koa.js, Express.js, PostgreSQL, Cassandra, Supabase",Python,İleri,Türkçe (Anadil),"Microsoft Certified: .NET Developer, Certified Kubernetes Developer (CKD), Certified Spring Professional",linkedin.com/in/basay-guclu-788,,22,97,58,22,
51,Görgünay,Sakarya,Erkek,48,gorgunay_sakarya@hotmail.com,+90(496)6319314,İstanbul,Sarıyer,İş ve Analiz,Bilgi Sistemleri Analisti,Jr.,Jr. Bilgi Sistemleri Analisti,1.4,Lisans,Elektrik-Elektronik Mühendisliği,1999,1977,2025-11-22,19797,VESTEL Savunma,Kurumsal (1000+),Kamu,Tam Zamanlı,0,"C++, Assembly, Groovy, Cassandra, Supabase, Firebase, Terraform, Puppet, Kubernetes, Istio",Assembly,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/gorgunay-sakarya-308,,2,48,53,15,2024-11-23
52,Şenkal,Tarhan,Erkek,46,senkal.tarhan@outlook.com,+90 (905) 8651850,Ankara,Çankaya,Veri,İş Zekası Uzmanı,Müdür,Müdür İş Zekası Uzmanı,18.1,Lisans,Yazılım Mühendisliği,2001,1979,2022-04-28,86206,Tapu.com,Startup (1-10),Yazılım,Uzaktan,100,"TypeScript, VBA, Assembly, Perl, Redis, ElasticSearch, MLflow, Dask",Assembly,İleri,Türkçe (Anadil),"MongoDB Certified DBA, Tableau Desktop Certified Professional",linkedin.com/in/senkal-tarhan-839,github.com/senkal_tarhan,31,96,95,26,2020-08-16
53,Şendoğan,Seven,Erkek,31,sendogan.seven@gmail.com,+90(165)726-2849x877,İstanbul,Levent,İş ve Analiz,Bilgi Sistemleri Analisti,Sr.,Sr. Bilgi Sistemleri Analisti,5.9,Lisans,Bilgisayar Mühendisliği,2016,1994,2024-04-16,37440,Martı Tech,Küçük (11-50),Oyun,Tam Zamanlı,0,"C#, VBA, CockroachDB, SQLite, PostgreSQL, Firestore, Kubernetes, Docker",VBA,Orta,Türkçe (Anadil),,linkedin.com/in/sendogan-seven-323,,21,68,67,20,2021-12-09
54,Seblâ,Alemdar,Kadın,53,seblâ.alemdar@gmail.com,0531-473 7996,İstanbul,Sarıyer,QA ve Test,Test Uzmanı,Stajyer,Stajyer Test Uzmanı,0.3,Lisans,Diğer,1994,1972,2025-09-27,10425,Huawei Türkiye,Büyük (201-1000),Danışmanlık,Freelance,80,"Go, Lua, Cucumber, JMeter, WireMock, Gatling, TeamCity, ArgoCD",Lua,İleri,"Türkçe (Anadil), Almanca (Orta), Rusça (Orta)",,linkedin.com/in/seblâ-alemdar-665,,3,37,45,14,
55,Nades,Yıldırım,Kadın,43,nyildirim@gmail.com,+90(527)354-5494x808,Denizli,Merkez,Destek ve Operasyon,IT Destek Uzmanı,Jr.,Jr. IT Destek Uzmanı,0.8,Yüksek Lisans,Yönetim Bilişim Sistemleri,2006,1982,2025-05-02,17496,Tapu.com,Startup (1-10),Yazılım,Uzaktan,100,"Python, Go, Objective-C, ElasticSearch, MongoDB, Ansible, Vault, Grafana",Objective-C,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/nades-yildirim-243,,7,42,57,14,
56,Dalan,Çorlu,Erkek,28,corlu.dalan@yahoo.com,06783777014,İstanbul,Beşiktaş,Tasarım ve Kullanıcı Deneyimi,Etkileşim Tasarımcısı,Sr.,Sr. Etkileşim Tasarımcısı,7.9,Lisans,Matematik,2019,1997,2025-08-16,35711,C2TECH,Büyük (201-1000),Savunma Sanayi,Tam Zamanlı,0,"Marvel, Balsamiq, Svelte, PWA, JavaScript",JavaScript,Orta,Türkçe (Anadil),"UX Design Institute Professional Diploma, Nielsen Norman Group UX Certification, Certified Professional in User Experience (CPUX)",linkedin.com/in/dalan-corlu-415,,18,85,55,21,2022-12-04
57,Duruöz,Gülen,Erkek,57,dgulen@gmail.com,04957885685,İstanbul,Kadıköy,Veri,Büyük Veri Uzmanı,Jr.,Jr. Büyük Veri Uzmanı,1.4,Yüksek Lisans,Matematik,1992,1968,2024-05-14,23789,Migros Teknoloji,Büyük (201-1000),Finans/Bankacılık,Tam Zamanlı,0,"PHP, Swift, CockroachDB, Oracle, MongoDB, Tableau, OpenCV",Swift,İleri,"Türkçe (Anadil), Fransızca (İleri)",IBM Data Science Professional Certificate,linkedin.com/in/duruoz-gulen-568,github.com/duruozgulen,5,51,61,15,
58,Nefaret,Sezer,Kadın,50,nefaret_sezer@hotmail.com,+90(444)313-5182x337,İstanbul,Maslak,İş ve Analiz,Sistem Analisti,Lead,Lead Sistem Analisti,9.3,Doktora,Bilgisayar Mühendisliği,2003,1975,2021-03-13,53795,Teknasyon,Küçük (11-50),Yazılım,Tam Zamanlı,0,"Rust, TypeScript, Objective-C, Supabase, FaunaDB, Istio, Docker",Objective-C,İleri,"Türkçe (Anadil), İspanyolca (Başlangıç)","HPE ASE - Server Solutions Architect, Microsoft Certified: Windows Server",linkedin.com/in/nefaret-sezer-347,github.com/sezern,28,94,55,22,2022-01-08
59,Eyyüp,Gül,Erkek,47,egul@gmail.com,+90(941)343-5240x8240,Ankara,Sincan,Destek ve Operasyon,IT Destek Uzmanı,Müdür,Müdür IT Destek Uzmanı,19.7,Lisans,Bilişim Sistemleri,2000,1978,2025-11-03,62070,Insider,Büyük (201-1000),Yazılım,Tam Zamanlı,0,"Clojure, Elixir, Scala, Assembly, Neo4j, SQL Server, MySQL, CircleCI, Grafana",Elixir,İleri,Türkçe (Anadil),Human Factors International Certified Usability Analyst,linkedin.com/in/eyyup-gul-525,,22,89,88,26,2023-06-02
60,Alparslan,Durmuş,Erkek,35,adurmus@gmail.com,0271-094 7775,Ankara,Altındağ,Veri,Veri Mimarı,Müdür Yardımcısı,Müdür Yardımcısı Veri Mimarı,13.5,Lisans,Bilgisayar Mühendisliği,2012,1990,2024-12-04,55437,Sipay,Startup (1-10),Yazılım,Uzaktan,100,"Ruby, Dart, C++, Groovy, Couchbase, FaunaDB, Apache Kafka, NLTK, Power BI",Dart,Orta,Türkçe (Anadil),"Tableau Desktop Certified Professional, Databricks Certified Data Engineer",linkedin.com/in/alparslan-durmus-319,github.com/durmusa,45,92,93,24,2020-08-16
61,Cevheri,Yorulmaz,Erkek,45,cevheri_yorulmaz@hotmail.com,0711-671 9022,İstanbul,Beşiktaş,Yapay Zeka ve Makine Öğrenmesi,Robotik Süreç Otomasyonu Uzmanı,Müdür,Müdür Robotik Süreç Otomasyonu Uzmanı,15.9,Sertifika Programı,Bilgisayar Programcılığı,2006,1980,2022-10-04,98327,ThoughtWorks,Büyük (201-1000),Yazılım,Freelance,80,"C#, Kotlin, TypeScript, Ruby, Pandas, Apache Spark, Databricks, Oracle, Firestore, ElasticSearch, Neo4j",Kotlin,İleri,Türkçe (Anadil),"Snowflake SnowPro Core Certification, Tableau Desktop Certified Professional",linkedin.com/in/cevheri-yorulmaz-291,github.com/cevheri.yorulmaz,21,96,78,26,2024-02-27
62,Özbilge,Akça,Kadın,57,oakca@gmail.com,0131-869 9938,İzmir,Buca,Yönetim ve Liderlik,Yazılım Geliştirme Müdürü,Direktör,Direktör Yazılım Geliştirme Müdürü,22.3,Lise,Yazılım Mühendisliği,1986,1968,2010-05-02,110368,ALTINAY Robot,Orta (51-200),Kamu,Tam Zamanlı,0,"Dart, TypeScript, Objective-C, PHP, MariaDB, FaunaDB, PostgreSQL, InfluxDB, Prometheus, Helm, Git, Grafana",Objective-C,İleri Düzey,Türkçe (Anadil),"SAFe Agilist, PMI Agile Certified Practitioner (PMI-ACP)",linkedin.com/in/ozbilge-akca-855,,31,100,100,26,2021-12-09
63,Kavurt,Dumanlı,Erkek,35,kavurtdumanli@gmail.com,+90(496)499-0913x341,Antalya,Döşemealtı,Tasarım ve Kullanıcı Deneyimi,Etkileşim Tasarımcısı,Mid.,Mid. Etkileşim Tasarımcısı,3.8,Lisans,Diğer,2012,1990,2024-05-19,21030,ISBIR,Kurumsal (1000+),Savunma Sanayi,Tam Zamanlı,0,"Zeplin, UXPin, React, PWA, Svelte, Tailwind CSS",,İleri Düzey,"Türkçe (Anadil), Rusça (Başlangıç)",UX Design Institute Professional Diploma,linkedin.com/in/kavurt-dumanli-177,,6,62,61,17,2023-05-03
64,Feraye,Yüksel,Kadın,45,yuksel.feraye@yahoo.com,0812 067 97 40,Diyarbakır,Atatürk,İş ve Analiz,İş Analisti,Müdür,Müdür İş Analisti,18.2,Lisans,Bilgisayar Programcılığı,2002,1980,2021-11-22,61431,Arçelik A.Ş.,Kurumsal (1000+),Finans/Bankacılık,Hibrit,40,"PHP, Kotlin, F#, Couchbase, FaunaDB, Oracle, Chef, GitLab CI/CD, Kubernetes, Vault",PHP,İleri,"Türkçe (Anadil), Almanca (İleri)","Disciplined Agile Senior Scrum Master (DASSM), Certified Scrum Product Owner (CSPO)",linkedin.com/in/feraye-yuksel-409,github.com/ferayeyuksel,40,96,90,26,2021-09-10
65,Hansultan,Arslan,Kadın,32,hansultan.arslan@gmail.com,0713-493 6183,İstanbul,Beyoğlu,Güvenlik,Ağ Güvenliği Uzmanı,Stajyer,Stajyer Ağ Güvenliği Uzmanı,0.4,Lise,Bilişim Sistemleri,2011,1993,2025-10-08,12094,Deloitte Digital,Büyük (201-1000),Yazılım,Yarı Zamanlı,0,"C#, Perl, JavaScript, Ruby, Metasploit, Wireshark, Veracode, TeamCity, GitHub Actions, Terraform",Ruby,İleri Düzey,"Türkçe (Anadil), Almanca (İleri)",,linkedin.com/in/hansultan-arslan-108,,1,44,51,14,
66,Torhan,Manço,Erkek,31,manco.torhan@yahoo.com,0210-249 9471,Ankara,Altındağ,Güvenlik,Güvenlik Analisti,Stajyer,Stajyer Güvenlik Analisti,0.1,Önlisans,Elektrik-Elektronik Mühendisliği,2014,1994,2025-07-11,11439,Innova,Orta (51-200),Yazılım,Tam Zamanlı,20,"Lua, Swift, Assembly, COBOL, Aircrack-ng, Snort, ELK Stack, SonarQube, Prometheus, ArgoCD",Assembly,İleri,"Türkçe (Anadil), Arapça (Başlangıç)",,linkedin.com/in/torhan-manco-753,,3,36,51,14,
67,Nasuf,Sezer,Erkek,58,sezer.nasuf@yahoo.com,0648-877 1906,İstanbul,Maslak,DevOps ve Altyapı,Bulut Mimarı,Jr.,Jr. Bulut Mimarı,0.5,Lise,Bilgisayar Programcılığı,1985,1967,2025-01-26,23626,Sipay,Küçük (11-50),Oyun,Sözleşmeli,0,"Groovy, Lua, C#, PHP, GitHub Actions, Jenkins, Redis, Oracle, Couchbase, ElasticSearch, Google Cloud, Oracle Cloud, Cloudflare, Heroku",Lua,Orta,Türkçe (Anadil),,linkedin.com/in/nasuf-sezer-723,github.com/sezern,7,42,43,14,2025-01-22
68,Musaffa,Tevetoğlu,Kadın,32,tevetoglu.musaffa@yahoo.com,0013-990 4902,Diyarbakır,Fatih,Destek ve Operasyon,IT Operasyon Uzmanı,Mid.,Mid. IT Operasyon Uzmanı,2.5,Önlisans,Bilişim Sistemleri,2013,1993,2024-12-04,21612,Yemeksepeti Tech,Kurumsal (1000+),Telekom,Tam Zamanlı,0,"Objective-C, Clojure, JavaScript, Perl, Firestore, MariaDB, PostgreSQL, Vault, Ansible, TeamCity",Clojure,Orta,Türkçe (Anadil),,linkedin.com/in/musaffa-tevetoglu-145,,5,50,44,16,2024-02-27
69,Sirap,Fırat,Kadın,33,sirap.firat@gmail.com,+90(429)671-7565x512,Ankara,Sincan,Güvenlik,SOC Analisti,Jr.,Jr. SOC Analisti,1.1,Yüksek Lisans,Bilgisayar Mühendisliği,2016,1992,2024-10-12,20174,Turkcell Teknoloji,Büyük (201-1000),E-Ticaret,Hibrit,20,"Swift, Assembly, Kotlin, SonarQube, CrowdStrike, TeamCity, Prometheus",Assembly,İleri,Türkçe (Anadil),,linkedin.com/in/sirap-firat-705,,8,46,58,15,
70,Gürelcem,Seven,Erkek,22,seven.gurelcem@yahoo.com,+90(468)071-5451x680,İstanbul,Sarıyer,Tasarım ve Kullanıcı Deneyimi,Web Tasarımcısı,Stajyer,Stajyer Web Tasarımcısı,0.5,Lise,Yönetim Bilişim Sistemleri,2021,2003,2025-02-07,10108,Cybersoft,Büyük (201-1000),Yazılım,Hibrit,40,"Zeplin, Adobe XD, Figma, InVision, Next.js, PWA, Material UI, Nuxt.js",,Anadil,Türkçe (Anadil),,linkedin.com/in/gurelcem-seven-939,,3,47,41,14,
71,Zeyno,Ertaş,Kadın,37,zeyno_ertas@hotmail.com,038 5 977,İstanbul,Bakırköy,QA ve Test,Kullanıcı Kabul Testi Uzmanı,Müdür Yardımcısı,Müdür Yardımcısı Kullanıcı Kabul Testi Uzmanı,11.6,Lisans,Bilgisayar Mühendisliği,2010,1988,2017-03-25,58814,Turkcell Teknoloji,Büyük (201-1000),Finans/Bankacılık,Tam Zamanlı,0,"TypeScript, Groovy, Rust, Robot Framework, Postman, CircleCI, Git, Jenkins",TypeScript,İleri Düzey,Türkçe (Anadil),"AWS Certified DevOps Engineer, Microsoft Certified: Azure Administrator",,,21,100,81,23,2024-03-28
72,Çetinsu,Yorulmaz,Erkek,47,yorulmaz.cetinsu@yahoo.com,04824771093,Ankara,Etimesgut,Veri,Veri Mimarı,Stajyer,Stajyer Veri Mimarı,0.4,Önlisans,Bilgisayar Mühendisliği,1998,1978,2025-03-07,11544,Sipay,Startup (1-10),Finans/Bankacılık,Uzaktan,100,"Python, JavaScript, InfluxDB, Oracle, Dask, Pandas",Python,İleri Düzey,Türkçe (Anadil),"Databricks Certified Data Engineer, Microsoft Certified: Data Analyst Associate",linkedin.com/in/cetinsu-yorulmaz-536,github.com/cetinsu_yorulmaz,2,47,54,14,
73,Yankı,Aksu,Erkek,37,yanki.aksu@outlook.com,0808-613 1712,İstanbul,Maltepe,Destek ve Operasyon,Ağ Operatörleri,Stajyer,Stajyer Ağ Operatörleri,0.0,Lisans,Elektrik-Elektronik Mühendisliği,2010,1988,2025-11-26,10087,Aselsan,Kurumsal (1000+),Perakende,Tam Zamanlı,0,"Objective-C, Dart, Kotlin, DynamoDB, SQLite, MySQL, ELK Stack, Grafana, Docker",Dart,Orta,"Türkçe (Anadil), İspanyolca (İleri), Arapça (İleri)",,linkedin.com/in/yanki-aksu-372,,3,36,47,14,
74,Teybet,İhsanoğlu,Kadın,46,teybet_i̇hsanoglu@hotmail.com,0846-773 7826,Mersin,Bahçelievler,DevOps ve Altyapı,Cloud Mühendisi,Jr.,Jr. Cloud Mühendisi,1.4,Yüksek Lisans,Elektrik-Elektronik Mühendisliği,2003,1979,2024-12-23,18890,METEKSAN Savunma,Orta (51-200),Savunma Sanayi,Yarı Zamanlı,0,"Swift, C++, Perl, Java, Kubernetes, Grafana, Cassandra, MySQL, Firestore, CockroachDB, Vultr, Vercel",C++,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/teybet-i̇hsanoglu-989,,2,43,60,15,
75,Dalan,Çamurcuoğlu,Erkek,29,dcamurcuoglu@gmail.com,+90(214)658-4044x9972,Adana,Merkez,Tasarım ve Kullanıcı Deneyimi,Web Tasarımcısı,Sr.,Sr. Web Tasarımcısı,6.8,Lisans,Yazılım Mühendisliği,2018,1996,2020-12-14,31649,OBSS,Kurumsal (1000+),Danışmanlık,Tam Zamanlı,20,"Webflow, Balsamiq, Marvel, Adobe Photoshop, Apollo Client, Sass/SCSS",,İleri Düzey,Türkçe (Anadil),"Interaction Design Foundation UX Certificate, Certified User Experience Professional (CUXP), Sketch Certified",linkedin.com/in/dalan-camurcuoglu-716,,17,89,68,20,2022-08-06
76,Muhammet,Duran,Erkek,26,muhammetduran@gmail.com,+90(558)867-5339x636,İstanbul,Bakırköy,DevOps ve Altyapı,Site Reliability Engineer (SRE),Mid.,Mid. Site Reliability Engineer (SRE),4.0,Lisans,Bilgisayar Mühendisliği,2021,1999,2021-05-07,29637,Yemeksepeti Tech,Kurumsal (1000+),E-Ticaret,Tam Zamanlı,0,"MATLAB, VBA, R, Helm, Chef, MariaDB, FaunaDB, ElasticSearch, Netlify, OVH",R,İleri,Türkçe (Anadil),,linkedin.com/in/muhammet-duran-966,github.com/muhammetduran3,9,56,48,18,2023-03-04
77,Alaaddin,Hayrioğlu,Erkek,26,ahayrioglu@gmail.com,+90(662)702-8951x718,Trabzon,Merkez,Tasarım ve Kullanıcı Deneyimi,Etkileşim Tasarımcısı,Mid.,Mid. Etkileşim Tasarımcısı,4.7,Lisans,Elektrik-Elektronik Mühendisliği,2021,1999,2022-10-14,19503,Yemeksepeti Tech,Büyük (201-1000),Finans/Bankacılık,Tam Zamanlı,20,"Webflow, ProtoPie, Framer, Zeplin, Bootstrap, Svelte, TypeScript, CSS",TypeScript,İleri,"Türkçe (Anadil), Almanca (Başlangıç)",Sketch Certified,linkedin.com/in/alaaddin-hayrioglu-199,github.com/hayrioglua,9,62,62,18,
78,Mücellib,Yılmaz,Erkek,47,yilmaz.mucellib@yahoo.com,0621 745 96 15,Ankara,Gölbaşı,Veri,Veri Tabanı Yöneticisi,Jr.,Jr. Veri Tabanı Yöneticisi,1.1,Lisans,Bilgisayar Mühendisliği,2000,1978,2024-05-15,21684,Testinium,Büyük (201-1000),Danışmanlık,Tam Zamanlı,0,"Elixir, Rust, Neo4j, Cassandra, PostgreSQL, ElasticSearch, Tableau, MLflow, CUDA, Luigi",Elixir,İleri,Türkçe (Anadil),"ITIL Foundation, Certified ScrumMaster (CSM)",,github.com/mucellib_yilmaz,8,52,45,15,2025-01-22
79,Zahfer,Kısakürek,Kadın,49,zahferkisakurek@gmail.com,(780)913 4316,Aydın,Yıldız,DevOps ve Altyapı,Ağ Mühendisi,Mid.,Mid. Ağ Mühendisi,4.7,Doktora,Bilgisayar Mühendisliği,2004,1976,2024-09-13,25389,Papara,Küçük (11-50),E-Ticaret,Freelance,100,"R, C#, Vault, Sentry, SQL Server, Supabase, FaunaDB, Firebase, Cloudflare, Vercel, Heroku, Oracle Cloud",C#,İleri,Türkçe (Anadil),Google Professional Cloud DevOps Engineer,linkedin.com/in/zahfer-kisakurek-733,,11,62,59,18,
80,Aytuna,İnönü,Erkek,37,aytuna.i̇nonu@gmail.com,+90 (724) 0050455,İzmir,Çiğli,Tasarım ve Kullanıcı Deneyimi,UI Tasarımcısı,Mid.,Mid. UI Tasarımcısı,4.5,Lisans,Yazılım Mühendisliği,2010,1988,2024-12-22,21622,Etiya,Büyük (201-1000),Danışmanlık,Tam Zamanlı,0,"ProtoPie, Adobe Illustrator, Balsamiq, JavaScript, Angular, Nuxt.js, Next.js",JavaScript,İleri Düzey,"Türkçe (Anadil), Japonca (Orta)",,linkedin.com/in/aytuna-i̇nonu-618,,13,68,46,18,2024-02-27
81,Sarya,Manço,Kadın,37,sarya.manco@gmail.com,08692221969,Ankara,Mamak,Güvenlik,Güvenlik Mimarı,Mid.,Mid. Güvenlik Mimarı,4.5,Lisans,Elektrik-Elektronik Mühendisliği,2010,1988,2021-11-01,26757,ThoughtWorks,Kurumsal (1000+),Danışmanlık,Hibrit,80,"Groovy, Rust, C++, F#, Metasploit, Aircrack-ng, Burp Suite, Kubernetes, Ansible, Vault",Rust,İleri Düzey,Türkçe (Anadil),Palo Alto Networks Certified Cybersecurity Associate (PCCSA),linkedin.com/in/sarya-manco-120,,15,63,61,18,
82,Ushan,Yüksel,Erkek,60,ushan.yuksel@gmail.com,+90(923)747-4074x821,İstanbul,Levent,Yapay Zeka ve Makine Öğrenmesi,Robotik Süreç Otomasyonu Uzmanı,Lead,Lead Robotik Süreç Otomasyonu Uzmanı,9.7,Lisans,Bilgisayar Mühendisliği,1987,1965,2020-04-15,66376,TRtest,Kurumsal (1000+),Kamu,Tam Zamanlı,0,"Elixir, F#, Rust, Groovy, Hugging Face, Keras, CUDA, Pandas, MongoDB, Couchbase, DynamoDB",Rust,İleri Düzey,Türkçe (Anadil),"Certified Data Management Professional (CDMP), Snowflake SnowPro Core Certification, Microsoft Certified: Data Analyst Associate",linkedin.com/in/ushan-yuksel-921,,27,100,64,22,2021-05-13
83,Milay,Akça,Erkek,53,milay_akca@hotmail.com,(946)474 3671,İstanbul,Maltepe,QA ve Test,Performans Test Uzmanı,Stajyer,Stajyer Performans Test Uzmanı,0.3,Sertifika Programı,Bilgisayar Teknolojileri,1997,1972,2025-11-18,10306,Hitachi Türkiye,Kurumsal (1000+),Yazılım,Yarı Zamanlı,20,"Swift, TypeScript, Playwright, Cucumber, xUnit, GitLab CI/CD, Jenkins",Swift,İleri,"Türkçe (Anadil), Fransızca (Orta)",,linkedin.com/in/milay-akca-574,,2,37,60,14,
84,Havali,Kısakürek,Kadın,26,kisakurek.havali@yahoo.com,(944)064 0909,Gaziantep,Fatih,Veri,Veri Tabanı Yöneticisi,Mid.,Mid. Veri Tabanı Yöneticisi,2.9,Önlisans,Matematik,2019,1999,2023-04-11,24247,ISBIR,Büyük (201-1000),Savunma Sanayi,Tam Zamanlı,0,"Perl, Kotlin, SQLite, Couchbase, PostgreSQL, MySQL, OpenCV, Hadoop, Apache Spark",Perl,İleri,"Türkçe (Anadil), Almanca (Orta)",Databricks Certified Data Engineer,,github.com/havali.kisakurek,8,58,44,16,
85,Temime,Karadeniz,Kadın,55,temimekaradeniz@gmail.com,0395-339 4210,İstanbul,Kadıköy,Güvenlik,Penetrasyon Test Uzmanı,Müdür Yardımcısı,Müdür Yardımcısı Penetrasyon Test Uzmanı,11.6,Önlisans,Yazılım Mühendisliği,1990,1970,2018-03-03,71296,Martı Tech,Küçük (11-50),Finans/Bankacılık,Tam Zamanlı,0,"Perl, Rust, Assembly, Kali Linux, Splunk, Grafana, Sentry",Assembly,Anadil,Türkçe (Anadil),,linkedin.com/in/temime-karadeniz-226,,40,85,84,23,
86,Gökçil,Çetin,Erkek,56,gcetin@gmail.com,+90(095)214-5623x285,İstanbul,Kadıköy,Veri,Veri Bilimci,Stajyer,Stajyer Veri Bilimci,0.3,Lisans,Bilgisayar Mühendisliği,1991,1969,2025-08-23,11200,Türk Telekom Teknoloji,Kurumsal (1000+),E-Ticaret,Tam Zamanlı,0,"Lua, COBOL, C#, R, Firestore, SQL Server, Pandas, Luigi, Hadoop",COBOL,İleri Düzey,"Türkçe (Anadil), Korece (Başlangıç)",,linkedin.com/in/gokcil-cetin-661,github.com/ceting,2,42,47,14,
